#    N 	        NAME	       S[cm]	       BetaX	       AlfaX	       BetaY	       AlfaY	        DspX	       DspXp	        DspY	       DspYp	         NuX	         NuY	  Energy[MeV]
   590	       oD121	    20516.82	      1985.8	    0.095405	     1881.58	    0.101411	           0	           0	           0	           0	     2.12386	     2.20126	      1374.49
   591	       aR1N3	    20586.82	     1974.85	   0.0610365	     1869.94	   0.0649647	           0	           0	           0	           0	     2.12949	      2.2072	      1386.99
   592	       oD121	    20616.72	     1971.66	   0.0458397	     1866.53	   0.0489074	           0	           0	           0	           0	      2.1319	     2.20975	      1386.99
   593	       aR1N4	    20686.72	     1967.65	   0.0114388	     1862.24	   0.0124287	           0	           0	           0	           0	     2.13756	     2.21573	      1399.49
   594	       oD121	    20716.62	     1967.42	 -0.00375904	     1861.98	 -0.00362975	           0	           0	           0	           0	     2.13997	     2.21828	      1399.49
   595	       aR1N5	    20786.62	     1970.35	  -0.0381817	     1865.04	  -0.0401291	           0	           0	           0	           0	     2.14563	     2.22426	      1411.99
   596	       oD121	    20816.52	     1973.09	  -0.0533787	     1867.92	  -0.0561868	           0	           0	           0	           0	     2.14805	     2.22681	      1411.99
   597	       aR1N6	    20886.52	     1982.98	  -0.0878126	     1878.34	  -0.0926958	           0	           0	           0	           0	     2.15368	     2.23276	      1424.49
   598	       oD121	    20916.42	     1988.68	   -0.103007	     1884.37	   -0.108751	           0	           0	           0	           0	     2.15608	     2.23529	      1424.49
   599	       aR1N7	    20986.42	     2005.51	   -0.137443	     1902.15	   -0.145259	           0	           0	           0	           0	     2.16166	     2.24118	      1436.99
   600	       oD121	    21016.32	     2014.19	   -0.152633	     1911.31	    -0.16131	           0	           0	           0	           0	     2.16402	     2.24367	      1436.99
   601	       aR1N8	    21086.32	     2037.97	    -0.18706	     1936.45	   -0.197808	           0	           0	           0	           0	     2.16952	     2.24946	      1449.49
   602	       oD124	    21169.86	     2072.76	   -0.229488	     1973.25	   -0.242638	           0	           0	           0	           0	       2.176	     2.25627	      1449.49
   603	   kMDB1L24H	    21169.86	     2072.76	   -0.229488	     1973.25	   -0.242638	           0	           0	           0	           0	       2.176	     2.25627	      1449.49
   604	    iIPM1L24	    21169.86	     2072.76	   -0.229488	     1973.25	   -0.242638	           0	           0	           0	           0	       2.176	     2.25627	      1449.49
   605	      oD129a	    21144.44	     2061.42	   -0.216577	     1961.26	   -0.228996	           0	           0	           0	           0	     2.67404	     2.75421	      1449.49
   606	    qMQ1L24A	    21154.44	     2010.34	     5.27855	     2019.63	      -5.661	           0	           0	           0	           0	     2.67482	     2.75501	      1449.49
   607	       oD106	    21164.44	     1906.21	     5.13498	     2134.49	    -5.82463	           0	           0	           0	           0	     2.67563	     2.75578	      1449.49
   608	    qMQ1L24B	    21184.44	     1905.15	     -5.0801	      2134.9	     5.80462	           0	           0	           0	           0	     2.67733	     2.75724	      1449.49
   609	       oD106	    21194.44	     2008.16	    -5.22081	     2020.44	     5.64211	           0	           0	           0	           0	     2.67814	     2.75801	      1449.49
   610	    qMQ1L24C	    21204.44	     2058.51	     0.23064	     1962.09	    0.244464	           0	           0	           0	           0	     2.67892	     2.75881	      1449.49
   611	      oD129b	    21277.02	     2027.73	    0.193507	     1929.45	    0.205262	           0	           0	           0	           0	     2.68458	     2.76475	      1449.49
   612	       aR1O1	    21347.02	     2003.07	     0.15879	     1903.29	    0.168497	           0	           0	           0	           0	     2.69011	     2.77057	      1461.99
   613	       oD121	    21376.92	     1994.03	    0.143487	      1893.7	    0.152341	           0	           0	           0	           0	     2.69249	     2.77307	      1461.99
   614	       aR1O2	    21446.92	     1976.37	    0.108723	     1874.94	    0.115528	           0	           0	           0	           0	      2.6981	     2.77899	      1474.49
   615	       oD121	    21476.82	     1970.33	   0.0934158	     1868.52	   0.0993681	           0	           0	           0	           0	     2.70051	     2.78153	      1474.49
   616	       aR1O3	    21546.82	     1959.69	   0.0586163	     1857.19	   0.0625187	           0	           0	           0	           0	     2.70618	     2.78751	      1486.99
   617	       oD121	    21576.72	     1956.64	   0.0433064	     1853.93	   0.0463561	           0	           0	           0	           0	     2.70861	     2.79008	      1486.99
   618	       aR1O4	    21646.72	     1953.01	   0.0084805	     1850.02	  0.00948055	           0	           0	           0	           0	     2.71431	     2.79609	      1499.49
   619	       oD121	    21676.62	     1952.97	 -0.00683027	     1849.94	 -0.00668286	           0	           0	           0	           0	     2.71675	     2.79867	      1499.49
   620	       aR1O5	    21746.62	     1956.36	  -0.0416731	     1853.46	  -0.0435746	           0	           0	           0	           0	     2.72245	     2.80468	      1511.99
   621	       oD121	    21776.52	     1959.31	  -0.0569832	     1856.55	  -0.0597373	           0	           0	           0	           0	     2.72488	     2.80725	      1511.99
   622	       aR1O6	    21846.52	     1969.73	   -0.091834	     1867.49	  -0.0966357	           0	           0	           0	           0	     2.73056	     2.81323	      1524.49
   623	       oD121	    21876.42	     1975.68	   -0.107142	     1873.75	   -0.112796	           0	           0	           0	           0	     2.73297	     2.81578	      1524.49
   624	       aR1O7	    21946.42	     1993.12	   -0.141992	     1892.13	   -0.149692	           0	           0	           0	           0	     2.73858	      2.8217	      1536.99
   625	       oD121	    21976.32	     2002.07	   -0.157296	     1901.56	   -0.165848	           0	           0	           0	           0	     2.74097	     2.82421	      1536.99
   626	       aR1O8	    22046.32	     2026.53	   -0.192137	     1927.36	   -0.202733	           0	           0	           0	           0	      2.7465	     2.83003	      1549.49
   627	       oD125	    22129.86	      2062.2	   -0.234884	     1965.01	   -0.247861	           0	           0	           0	           0	       2.753	     2.83686	      1549.49
   628	   kMDB1L25V	    22129.86	      2062.2	   -0.234884	     1965.01	   -0.247861	           0	           0	           0	           0	       2.753	     2.83686	      1549.49
   629	    iIPM1L25	    22129.86	      2062.2	   -0.234884	     1965.01	   -0.247861	           0	           0	           0	           0	       2.753	     2.83686	      1549.49
   630	      oD129a	    22104.44	     2050.59	   -0.221876	     1952.76	   -0.234129	           0	           0	           0	           0	     3.25104	     3.33479	      1549.49
   631	    qMQ1L25A	    22114.44	      1999.9	     5.24465	        2011	    -5.64298	           0	           0	           0	           0	     3.25182	      3.3356	      1549.49
   632	       oD106	    22124.44	     1896.44	     5.10211	     2125.49	     -5.8063	           0	           0	           0	           0	     3.25264	     3.33637	      1549.49
   633	    qMQ1L25B	    22144.44	     1895.65	    -5.06142	     2126.15	     5.77455	           0	           0	           0	           0	     3.25434	     3.33784	      1549.49
   634	       oD106	    22154.44	     1998.28	    -5.20184	     2012.28	     5.61301	           0	           0	           0	           0	     3.25516	     3.33861	      1549.49
   635	    qMQ1L25C	    22164.44	     2048.52	    0.222771	      1954.3	    0.237125	           0	           0	           0	           0	     3.25595	     3.33942	      1549.49
   636	      oD129b	    22237.02	     2018.89	    0.185583	     1922.72	    0.197899	           0	           0	           0	           0	     3.26163	     3.34538	      1549.49
   637	       aR1P1	    22307.02	     1995.35	    0.150674	      1897.6	    0.160976	           0	           0	           0	           0	     3.26718	     3.35121	      1561.99
   638	       oD121	    22336.92	      1986.8	    0.135349	     1888.46	    0.144811	           0	           0	           0	           0	     3.26957	     3.35373	      1561.99
   639	       aR1P2	    22406.92	     1970.29	    0.100401	     1870.77	     0.10785	           0	           0	           0	           0	      3.2752	     3.35965	      1574.49
   640	       oD121	    22436.82	     1964.75	   0.0850724	     1864.81	   0.0916813	           0	           0	           0	           0	     3.27762	      3.3622	      1574.49
   641	       aR1P3	    22506.82	     1955.29	    0.050095	     1854.56	   0.0546899	           0	           0	           0	           0	      3.2833	     3.36819	      1586.99
   642	       oD121	    22536.72	     1952.75	   0.0347648	     1851.77	   0.0385193	           0	           0	           0	           0	     3.28574	     3.37076	      1586.99
   643	       aR1P4	    22606.72	     1950.33	-0.000233457	     1848.97	   0.0015072	           0	           0	           0	           0	     3.29145	     3.37678	      1599.49
   644	       oD121	    22636.62	      1950.8	  -0.0155642	     1849.36	   -0.014664	           0	           0	           0	           0	     3.29389	     3.37936	      1599.49
   645	       aR1P5	    22706.62	     1955.43	   -0.050575	     1854.01	  -0.0516882	           0	           0	           0	           0	      3.2996	     3.38538	      1611.99
   646	       oD121	    22736.52	     1958.92	  -0.0659049	     1857.58	  -0.0678585	           0	           0	           0	           0	     3.30203	     3.38794	      1611.99
   647	       aR1P6	    22806.52	     1970.59	    -0.10092	     1869.68	   -0.104887	           0	           0	           0	           0	      3.3077	     3.39392	      1624.49
   648	       oD121	    22836.42	     1977.09	   -0.116248	     1876.43	   -0.121055	           0	           0	           0	           0	     3.31011	     3.39646	      1624.49
   649	       aR1P7	    22906.42	     1995.81	   -0.151261	     1895.97	   -0.158078	           0	           0	           0	           0	     3.31572	     3.40237	      1636.99
   650	       oD121	    22936.32	     2005.32	   -0.166585	     1905.91	   -0.174243	           0	           0	           0	           0	      3.3181	     3.40487	      1636.99
   651	       aR1P8	    23006.32	     2031.09	   -0.201587	     1932.89	   -0.211255	           0	           0	           0	           0	     3.32362	     3.41068	      1649.49
   652	       oD124	    23089.86	     2068.35	   -0.244391	     1971.96	   -0.256405	           0	           0	           0	           0	     3.33011	     3.41749	      1649.49
   653	   kMDB1L26H	    23089.86	     2068.35	   -0.244391	     1971.96	   -0.256405	           0	           0	           0	           0	     3.33011	     3.41749	      1649.49
   654	    iIPM1L26	    23089.86	     2068.35	   -0.244391	     1971.96	   -0.256405	           0	           0	           0	           0	     3.33011	     3.41749	      1649.49
   655	      oD129a	    23064.44	     2056.25	   -0.231366	     1959.27	   -0.242666	           0	           0	           0	           0	     3.82815	     3.91543	      1649.49
   656	    qMQ1L26A	    23074.44	      2005.6	     5.25075	     2017.87	    -5.66998	           0	           0	           0	           0	     3.82893	     3.91624	      1649.49
   657	       oD106	    23084.44	     1902.01	     5.10829	     2132.92	    -5.83426	           0	           0	           0	           0	     3.82974	       3.917	      1649.49
   658	    qMQ1L26B	    23104.44	     1901.58	    -5.08602	     2133.88	      5.7879	           0	           0	           0	           0	     3.83145	     3.91847	      1649.49
   659	       oD106	    23114.44	     2004.71	    -5.22731	     2019.74	     5.62622	           0	           0	           0	           0	     3.83226	     3.91924	      1649.49
   660	    qMQ1L26C	    23124.44	     2055.29	    0.214816	     1961.69	    0.230472	           0	           0	           0	           0	     3.83304	     3.92004	      1649.49
   661	      oD129b	    23197.02	     2026.79	    0.177873	     1931.06	    0.191508	           0	           0	           0	           0	      3.8387	     3.92597	      1649.49
   662	       aR1Q1	    23267.02	     2004.33	    0.143092	     1906.83	    0.154737	           0	           0	           0	           0	     3.84423	     3.93178	      1661.99
   663	       oD121	    23296.92	     1996.22	    0.127868	     1898.05	    0.138681	           0	           0	           0	           0	     3.84661	     3.93428	      1661.99
   664	       aR1Q2	    23366.92	     1980.76	   0.0930552	     1881.21	    0.101876	           0	           0	           0	           0	     3.85221	     3.94018	      1674.49
   665	       oD121	    23396.82	     1975.65	   0.0778293	      1875.6	   0.0858174	           0	           0	           0	           0	     3.85462	     3.94271	      1674.49
   666	       aR1Q3	    23466.82	     1967.19	   0.0429918	     1866.16	   0.0489881	           0	           0	           0	           0	     3.86027	     3.94867	      1686.99
   667	       oD121	    23496.72	     1965.08	   0.0277644	     1863.72	   0.0329275	           0	           0	           0	           0	     3.86269	     3.95122	      1686.99
   668	       aR1Q4	    23566.72	     1963.63	 -0.00708993	     1861.68	  -0.0039188	           0	           0	           0	           0	     3.86836	      3.9572	      1699.49
   669	       oD121	    23596.62	     1964.51	  -0.0223176	      1862.4	  -0.0199798	           0	           0	           0	           0	     3.87079	     3.95976	      1699.49
   670	       aR1Q5	    23666.62	     1970.07	  -0.0571815	     1867.78	  -0.0568354	           0	           0	           0	           0	     3.87645	     3.96574	      1711.99
   671	       oD121	    23696.52	     1973.95	  -0.0724083	     1871.66	  -0.0728955	           0	           0	           0	           0	     3.87886	     3.96828	      1711.99
   672	       aR1Q6	    23766.52	     1986.53	   -0.107275	     1884.44	   -0.109753	           0	           0	           0	           0	     3.88449	     3.97421	      1724.49
   673	       oD121	    23796.42	      1993.4	   -0.122499	     1891.48	   -0.125811	           0	           0	           0	           0	     3.88688	     3.97673	      1724.49
   674	       aR1Q7	    23866.42	     2012.99	   -0.157362	     1911.68	   -0.162664	           0	           0	           0	           0	     3.89245	     3.98259	      1736.99
   675	       oD121	    23896.32	     2022.85	   -0.172584	     1921.89	   -0.178718	           0	           0	           0	           0	      3.8948	     3.98508	      1736.99
   676	       aR1Q8	    23966.32	     2049.45	   -0.207436	     1949.48	    -0.21556	           0	           0	           0	           0	     3.90028	     3.99083	      1749.49
   677	       oD124	    24049.86	     2087.67	   -0.249953	     1989.25	   -0.260404	           0	           0	           0	           0	     3.90671	     3.99759	      1749.49
   678	   kMDB1L27H	    24049.86	     2087.67	   -0.249953	     1989.25	   -0.260404	           0	           0	           0	           0	     3.90671	     3.99759	      1749.49
   679	   kMDJ1L27V	    24049.86	     2087.67	   -0.249953	     1989.25	   -0.260404	           0	           0	           0	           0	     3.90671	     3.99759	      1749.49
   680	    iIPM1L27	    24049.86	     2087.67	   -0.249953	     1989.25	   -0.260404	           0	           0	           0	           0	     3.90671	     3.99759	      1749.49
   681	      oD129a	    24024.44	     2075.29	   -0.237015	     1976.36	   -0.246758	           0	           0	           0	           0	     4.40476	     4.49555	      1749.49
   682	    qMQ1L27A	    24034.44	     2024.23	     5.29611	      2035.5	    -5.72141	           0	           0	           0	           0	     4.40554	     4.49634	      1749.49
   683	       oD106	    24044.44	     1919.75	      5.1526	     2151.59	    -5.88714	           0	           0	           0	           0	     4.40634	     4.49711	      1749.49
   684	    qMQ1L27B	    24064.44	     1919.44	    -5.13692	     2152.63	     5.83711	           0	           0	           0	           0	     4.40803	     4.49856	      1749.49
   685	       oD106	    24074.44	     2023.61	     -5.2796	     2037.51	     5.67419	           0	           0	           0	           0	     4.40884	     4.49932	      1749.49
   686	    qMQ1L27C	    24084.44	     2074.72	    0.213911	     1978.99	    0.231032	           0	           0	           0	           0	     4.40961	     4.50011	      1749.49
   687	      oD129b	    24157.02	     2046.33	    0.177328	     1948.25	      0.1924	           0	           0	           0	           0	     4.41522	       4.506	      1749.49
   688	   kMAT1L02V	    24157.02	     2046.33	    0.177328	     1948.25	      0.1924	           0	           0	           0	           0	     4.41522	       4.506	      1749.49
   689	       oD104	    24175.00	     2040.12	    0.168268	     1941.51	    0.182832	           0	           0	           0	           0	     4.41662	     4.50747	      1749.49
   690	    iIPM1L02	    24175.00	     2040.12	    0.168268	     1941.51	    0.182832	           0	           0	           0	           0	     4.41662	     4.50747	      1749.49
   691	       oD105	    24176.84	      2039.5	    0.167336	     1940.84	    0.181848	           0	           0	           0	           0	     4.41676	     4.50762	      1749.49
   692	       oD130	    24245.21	     2018.97	    0.132876	     1918.46	    0.145458	           0	           0	           0	           0	     4.42213	     4.51326	      1749.49
   693	    iIBC1L27	    24245.21	     2018.97	    0.132876	     1918.46	    0.145458	           0	           0	           0	           0	     4.42213	     4.51326	      1749.49
   694	       oD127	    24309.01	     2004.07	    0.100718	     1902.06	    0.111499	           0	           0	           0	           0	     4.42718	     4.51858	      1749.49
   695	    iIPM1L28	    24309.01	     2004.07	    0.100718	     1902.06	    0.111499	           0	           0	           0	           0	     4.42718	     4.51858	      1749.49
   696	       oD123	    24325.82	     2000.83	   0.0922466	     1898.47	    0.102553	           0	           0	           0	           0	     4.42851	     4.51998	      1749.49
   697	    qMQB1L28	    24340.82	     1995.57	     0.25796	     1897.98	   -0.070089	           0	           0	           0	           0	     4.42971	     4.52124	      1749.49
   698	       oD128	    24370.55	      1980.7	     0.24207	     1902.62	  -0.0858305	           0	           0	           0	           0	     4.43209	     4.52373	      1749.49
   699	         END	    24370.55	      1980.7	     0.24207	     1902.62	  -0.0858305	           0	           0	           0	           0	     4.43209	     4.52373	      1749.49 
